Id;ResourceName;Name;HasBmpCollection;HasBmpItem;HasAct
4123;이름없는카드;Eddga Card;;;;
4124;이름없는카드;Medusa Card;;;;
4125;이름없는카드;Deviace Card;;;;
4126;이름없는카드;Minorous Card;;;;
4127;이름없는카드;Nightmare Card;;;;
4128;이름없는카드;Golden Thiefbug Card;;;;
4129;이름없는카드;Baphomet Jr. Card;;;;
4130;이름없는카드;Scorpion King Card;;;;
4131;이름없는카드;Moonlight Flower Card;;;;
4132;이름없는카드;Mistress Card;;;;
4133;이름없는카드;Raydric Card;;;;
4134;이름없는카드;Dracula Card;;;;
4135;이름없는카드;Orc Lord Card;;;;
4136;이름없는카드;Khalitzburg Card;;;;
4137;이름없는카드;Drake Card;;;;
4138;이름없는카드;Anubis Card;;;;
4139;이름없는카드;Joker Card;;;;
4140;이름없는카드;Abysmal Knight Card;;;;
4141;이름없는카드;Evil Druid Card;;;;
4142;이름없는카드;Doppelganger Card;;;;
4143;이름없는카드;Orc Hero Card;;;;
4144;이름없는카드;Osiris Card;;;;
4145;이름없는카드;Beelzebub Card;;;;
4146;이름없는카드;Maya Card;;;;
4147;이름없는카드;Baphomet Card;;;;
4148;이름없는카드;Pharaoh Card;;;;
4149;이름없는카드;Gargoyle Card;;;;
4150;이름없는카드;Goat Card;;;;
4151;이름없는카드;Gajomart Card;;;;
4152;이름없는카드;Galapago Card;;;;
4153;이름없는카드;Crab Card;;;;
4154;이름없는카드;Dumpling Kid Card;;;;
4155;이름없는카드;Goblin Leader Card;;;;
4156;이름없는카드;Goblin Steamrider Card;;;;
4157;이름없는카드;Goblin Archer Card;;;;
4158;이름없는카드;Sky Deleter Card;;;;
4159;이름없는카드;Nine Tail Card;;;;
4160;이름없는카드;Firelock Soldier Card;;;;
4161;이름없는카드;Grand Peco Card;;;;
4162;이름없는카드;Grizzly Card;;;;
4163;이름없는카드;Gryphon Card;;;;
4164;이름없는카드;Gullinbursti Card;;;;
4165;이름없는카드;Gig Card;;;;
4166;이름없는카드;Nightmare Terror Card;;;;
4167;이름없는카드;Nereid Card;;;;
4168;이름없는카드;Dark Lord Card;;;;
4169;이름없는카드;Dark Illusion Card;;;;
4170;이름없는카드;Dark Frame Card;;;;
4171;이름없는카드;Dark Priest Card;;;;
4172;이름없는카드;The Paper Card;;;;
4173;이름없는카드;Demon Fungus Card;;;;
4174;이름없는카드;Devilring Card;;;;
4175;이름없는카드;Poisonous Toad Card;;;;
4176;이름없는카드;Dullahan Card;;;;
4177;이름없는카드;Dryad Card;;;;
4178;이름없는카드;Dragon Tail Card;;;;
4179;이름없는카드;Dragonfly Card;;;;
4180;이름없는카드;Driller Card;;;;
4181;이름없는카드;Disguise Card;;;;
4182;이름없는카드;Diabolic Card;;;;
4183;이름없는카드;Wandering Wolf Card;;;;
4184;이름없는카드;Lava Golem Card;;;;
4185;이름없는카드;Rideword Card;;;;
4186;이름없는카드;Raggler Card;;;;
4187;이름없는카드;Raydric Archer Card;;;;
4188;이름없는카드;Leib Olmai Card;;;;
4189;이름없는카드;Wraith Dead Card;;;;
4190;이름없는카드;Wraith Card;;;;
4191;이름없는카드;Loli Ruri Card;;;;
4192;이름없는카드;Rotar Zairo Card;;;;
4193;이름없는카드;Lude Card;;;;
4194;이름없는카드;Rybio Card;;;;
4195;이름없는카드;Leaf Cat Card;;;;
4196;이름없는카드;Marin Card;;;;
4197;이름없는카드;Mastering Card;;;;
4198;이름없는카드;Maya Purple Card;;;;
4199;이름없는카드;Merman Card;;;;
4200;이름없는카드;Megalith Card;;;;
4201;이름없는카드;Majoruros Card;;;;
4202;이름없는카드;Mao Guai Card;;;;
4203;이름없는카드;Mutant Dragonoid Card;;;;
4204;이름없는카드;Mini Demon Card;;;;
4205;이름없는카드;Mimic Card;;;;
4206;이름없는카드;Myst Case Card;;;;
4207;이름없는카드;Mysteltainn Card;;;;
4208;이름없는카드;Miyabi Doll Card;;;;
4209;이름없는카드;Violy Card;;;;
4210;이름없는카드;Wanderer Card;;;;
4211;이름없는카드;Vocal Card;;;;
4212;이름없는카드;Bongun Card;;;;
4213;이름없는카드;Brilight Card;;;;
4214;이름없는카드;Bloody Murderer Card;;;;
4215;이름없는카드;Blazzer Card;;;;
4216;이름없는카드;Sasquatch Card;;;;
4217;이름없는카드;Enchanted Peach Tree Card;;;;
4218;이름없는카드;Succubus Card;;;;
4219;이름없는카드;Sage Worm Card;;;;
4220;이름없는카드;Solider Card;;;;
4221;이름없는카드;Skeleton General Card;;;;
4222;이름없는카드;Skel Prisoner Card;;;;
4223;이름없는카드;Stalactic Golem Card;;;;
4224;이름없는카드;Stem Worm Card;;;;
4225;이름없는카드;Stone Shooter Card;;;;
4226;이름없는카드;Sting Card;;;;
4227;이름없는카드;Spring Rabbit Card;;;;
4228;이름없는카드;Sleeper Card;;;;
4229;이름없는카드;Tower Keeper Card;;;;
4230;이름없는카드;Shinobi Card;;;;
4231;이름없는카드;Mi Gao Card;;;;
4232;이름없는카드;Hermit Plant Card;;;;
4233;이름없는카드;Baby Leopard Card;;;;
4234;이름없는카드;Anolian Card;;;;
4235;이름없는카드;Christmas Cookie Card;;;;
4236;이름없는카드;Amon Ra Card;;;;
4237;이름없는카드;Owl Duke Card;;;;
4238;이름없는카드;Owl Baron Card;;;;
4239;이름없는카드;Iron Fist Card;;;;
4240;이름없는카드;Arclouze Card;;;;
4241;이름없는카드;Arc Angelring Card;;;;
4242;이름없는카드;Apocalipse Card;;;;
4243;이름없는카드;Antonio Card;;;;
4244;이름없는카드;Alarm Card;;;;
4245;이름없는카드;Am Mut Card;;;;
4246;이름없는카드;Assaulter Card;;;;
4247;이름없는카드;Aster Card;;;;
4248;이름없는카드;Ancient Mummy Card;;;;
4249;이름없는카드;Ancient Worm Card;;;;
4250;이름없는카드;Executioner Card;;;;
4251;이름없는카드;Elder Card;;;;
4252;이름없는카드;Alligator Card;;;;
4253;이름없는카드;Alice Card;;;;
4254;이름없는카드;Ogretooth Card;;;;
4255;이름없는카드;Orc Lady Card;;;;
4256;이름없는카드;Orc Archer Card;;;;
4257;이름없는카드;Wild Rose Card;;;;
4258;이름없는카드;Evil Nymph Card;;;;
4259;이름없는카드;Wooden Golem Card;;;;
4260;이름없는카드;Wootan Shooter Card;;;;
4261;이름없는카드;Wootan Fighter Card;;;;
4262;이름없는카드;Cloud Hermit Card;;;;
4263;이름없는카드;Incantation Samurai Card;;;;
4264;이름없는카드;Wind Ghost Card;;;;
4265;이름없는카드;Jing Guai Card;;;;
4266;이름없는카드;Eclipse Card;;;;
4267;이름없는카드;Explosion Card;;;;
4268;이름없는카드;Injustice Card;;;;
4269;이름없는카드;Incubus Card;;;;
4270;이름없는카드;Giant Spider Card;;;;
4271;이름없는카드;Giant Hornet Card;;;;
4272;이름없는카드;Zhu Po Long Card;;;;
4273;이름없는카드;Shell Fish Card;;;;
4274;이름없는카드;Zombie Master Card;;;;
4275;이름없는카드;Zombie Prisoner Card;;;;
4276;이름없는카드;Lord of The Dead Card;;;;
4277;이름없는카드;Zealotus Card;;;;
4278;이름없는카드;Gibbet Card;;;;
4279;이름없는카드;Earth Deleter Card;;;;
4280;이름없는카드;Geographer Card;;;;
4281;이름없는카드;Zipper Bear Card;;;;
4282;이름없는카드;Tengu Card;;;;
4283;이름없는카드;Greatest General Card;;;;
4284;이름없는카드;Chepet Card;;;;
4285;이름없는카드;Choco Card;;;;
4286;이름없는카드;Karakasa Card;;;;
4287;이름없는카드;Kapha Card;;;;
4288;이름없는카드;Carat Card;;;;
4289;이름없는카드;Caterpillar Card;;;;
4290;이름없는카드;Cat O' Nine Tails Card;;;;
4291;이름없는카드;Kobold Leader Card;;;;
4292;이름없는카드;Kobold Archer Card;;;;
4293;이름없는카드;Cookie Card;;;;
4294;이름없는카드;Quve Card;;;;
4295;이름없는카드;Kraben Card;;;;
4296;이름없는카드;Cramp Card;;;;
4297;이름없는카드;Cruiser Card;;;;
4298;이름없는카드;Creamy Fear Card;;;;
4299;이름없는카드;Clock Card;;;;
4300;이름없는카드;Chimera Card;;;;
4301;이름없는카드;Killer Mantis Card;;;;
4302;이름없는카드;Taogun Ka Card;;;;
4303;이름없는카드;Giant Whisper Card;;;;
4304;이름없는카드;Tamruan Card;;;;
4305;이름없는카드;Turtle General Card;;;;
4306;이름없는카드;Toad Card;;;;
4307;이름없는카드;Beetle King Card;;;;
4308;이름없는카드;Tri Joint Card;;;;
4309;이름없는카드;Parasite Card;;;;
4310;이름없는카드;Panzer Goblin Card;;;;
4311;이름없는카드;Permeter Card;;;;
4312;이름없는카드;Fur Seal Card;;;;
4313;이름없는카드;Punk Card;;;;
4314;이름없는카드;Penomena Card;;;;
4315;이름없는카드;Pest Card;;;;
4316;이름없는카드;False Angel Card;;;;
4317;이름없는카드;Mobster Card;;;;
4318;이름없는카드;Stormy Knight Card;;;;
4319;이름없는카드;Freezer Card;;;;
4320;이름없는카드;Bloody Knight Card;;;;
4321;이름없는카드;Hylozoist Card;;;;
4322;이름없는카드;High Orc Card;;;;
4323;이름없는카드;Hatii Bebe Card;;;;
4324;이름없는카드;Hatii Card;;;;
4325;이름없는카드;Harpy Card;;;;
4326;이름없는카드;Sea-Otter Card;;;;
4327;이름없는카드;Bloody Butterfly Card;;;;
4328;이름없는카드;Yao Jun Card;;;;
4329;이름없는카드;Phendark Card;;;;
4330;이름없는카드;Dark Snake Lord Card;;;;
4331;이름없는카드;Heater Card;;;;
4332;이름없는카드;Waste Stove Card;;;;
4333;이름없는카드;Venomous Card;;;;
4334;이름없는카드;Noxious Card;;;;
4335;이름없는카드;Pitman Card;;;;
4336;이름없는카드;Ungoliant Card;;;;
4337;이름없는카드;Porcellio Card;;;;
4338;이름없는카드;Obsidian Card;;;;
4339;이름없는카드;Mineral Card;;;;
4340;이름없는카드;Teddy Bear Card;;;;
4341;이름없는카드;Metaling Card;;;;
4342;이름없는카드;RSX-0806 Card;;;;
4343;이름없는카드;Holden Card;;;;
4344;이름없는카드;Anopheles Card;;;;
4345;이름없는카드;Hill Wind Card;;;;
4346;이름없는카드;Egnigem Cenia Card;;;;
4347;이름없는카드;Armeyer Dinze Card;;;;
4348;이름없는카드;Wickebine Tres Card;;;;
4349;이름없는카드;Errende Ebecee Card;;;;
4350;이름없는카드;Laurell Weinder Card;;;;
4351;이름없는카드;Kavach Icarus Card;;;;
4352;이름없는카드;Boss Egnigem Card;;;;
4353;이름없는카드;Remover Card;;;;
4354;이름없는카드;Gemini-S58 Card;;;;
4355;이름없는카드;Gremlin Card;;;;
4356;이름없는카드;Beholder Card;;;;
4357;이름없는카드;Lord Knight Card;;;;
4358;이름없는카드;Seyren Windsor Card;;;;
4359;이름없는카드;Assassin Cross Card;;;;
4360;이름없는카드;Eremes Guile Card;;;;
4361;이름없는카드;Mastersmith Card;;;;
4362;이름없는카드;Howard Alt-Eisen Card;;;;
4363;이름없는카드;High Priest Card;;;;
4364;이름없는카드;Margaretha Sorin Card;;;;
4365;이름없는카드;High Wizard Card;;;;
4366;이름없는카드;Kathryne Keyron Card;;;;
4367;이름없는카드;Sniper Card;;;;
4368;이름없는카드;Cecil Damon Card;;;;
4369;이름없는카드;Venatu Card;;;;
4370;이름없는카드;Dimik Card;;;;
4371;이름없는카드;Archdam Card;;;;
4372;이름없는카드;White Lady Card;;;;
4373;이름없는카드;Green Maiden Card;;;;
4374;이름없는카드;Vesper Card;;;;
4375;이름없는카드;Orc Baby Card;;;;
4376;이름없는카드;Lady Tanee Card;;;;
4377;이름없는카드;Grove Card;;;;
4378;이름없는카드;Gold Acidus Card;;;;
4379;이름없는카드;Blue Acidus Card;;;;
4380;이름없는카드;Red Ferus Card;;;;
4381;이름없는카드;Green Ferus Card;;;;
4382;이름없는카드;Yellow Novus Card;;;;
4383;이름없는카드;Red Novus Card;;;;
4384;이름없는카드;Hydrolancer Card;;;;
4385;이름없는카드;Dragon Egg Card;;;;
4386;이름없는카드;Detardeurus Card;;;;
4387;이름없는카드;Ancient Mimic Card;;;;
4388;이름없는카드;Death Word Card;;;;
4389;이름없는카드;Plasma Card;;;;
4390;이름없는카드;Breeze Card;;;;
4391;이름없는카드;Baroness of Retribution Card;;;;
4392;이름없는카드;Dame of Sentinel Card;;;;
4393;이름없는카드;Mistress of Shelter Card;;;;
4394;이름없는카드;Lady Solace Card;;;;
4395;이름없는카드;Maero of Thanatos Card;;;;
4396;이름없는카드;Odium of Thanatos Card;;;;
4397;이름없는카드;Despero of Thanatos Card;;;;
4398;이름없는카드;Dolor of Thanatos Card;;;;
4399;이름없는카드;Memory of Thanatos Card;;;;
4400;이름없는카드;Aliza Card;;;;
4401;이름없는카드;Alicel Card;;;;
4402;이름없는카드;Aliot Card;;;;
4403;이름없는카드;Kiel-D-01 Card;;;;
4404;이름없는카드;Skogul Card;;;;
4405;이름없는카드;Frus Card;;;;
4406;이름없는카드;Skeggiold Card;;;;
4407;이름없는카드;Randgris Card;;;;
4408;이름없는카드;Gloom Under Night Card;;;;
4409;이름없는카드;Agav Card;;;;
4410;이름없는카드;Echio Card;;;;
4411;이름없는카드;Vanberk Card;;;;
4412;이름없는카드;Isilla Card;;;;
4413;이름없는카드;Hodremlin Card;;;;
4414;이름없는카드;Seeker Card;;;;
4415;이름없는카드;Snowier Card;;;;
4416;이름없는카드;Siroma Card;;;;
4417;이름없는카드;Ice Titan Card;;;;
4418;이름없는카드;Gazeti Card;;;;
4419;이름없는카드;Ktullanux Card;;;;
4420;이름없는카드;Muscipular Card;;;;
4421;이름없는카드;Drosera Card;;;;
4422;이름없는카드;Roween Card;;;;
4423;이름없는카드;Galion Card;;;;
4424;이름없는카드;Stapo Card;;;;
4425;이름없는카드;Atroce Card;;;;
4426;이름없는카드;Byorgue Card;;;;
4427;이름없는카드;Sword Guardian Card;;;;
4428;이름없는카드;Bow Guardian Card;;;;
4429;이름없는카드;Salamander Card;;;;
4430;이름없는카드;Ifrit Card;;;;
4431;이름없는카드;Kasa Card;;;;
4432;이름없는카드;Magmaring Card;;;;
4433;이름없는카드;Imp Card;;;;
4434;이름없는카드;Knocker Card;;;;
4435;이름없는카드;Zombie Slaughter Card;;;;
4436;이름없는카드;Ragged Zombie Card;;;;
4437;이름없는카드;Hell Poodle Card;;;;
4438;이름없는카드;Banshee Card;;;;
4439;이름없는카드;Flame Skull Card;;;;
4440;이름없는카드;Necromancer Card;;;;
4441;이름없는카드;Fallen Bishop Card;;;;
4442;이름없는카드;Tatacho Card;;;;
4443;이름없는카드;Aqua Elemental Card;;;;
4444;이름없는카드;Draco Card;;;;
4445;이름없는카드;Luciola Vespa Card;;;;
4446;이름없는카드;Enhanced Skeleton Card;;;;
4447;이름없는카드;Centipede Card;;;;
4448;이름없는카드;Cornus Card;;;;
4449;이름없는카드;Dark Shadow Card;;;;
4450;이름없는카드;Banshee Master Card;;;;
4451;이름없는카드;Entweihen Crothen Card;;;;
4452;이름없는카드;Centipede Larva Card;;;;
4453;이름없는카드;Hillslion Card;;;;
4454;이름없는카드;Fake Valkyrie Card;;;;
4455;이름없는카드;Fake Valkyrie Card;;;;
4456;이름없는카드;Nidhoggur Shadow Card;;;;
4457;이름없는카드;Nacht Seiger Card;;;;
4458;이름없는카드;Duneyrr Card;;;;
4459;이름없는카드;Rata Card;;;;
4460;이름없는카드;Rhyncho Card;;;;
4461;이름없는카드;Phylla Card;;;;
4462;이름없는카드;Hardrock Mammoth Card;;;;
4463;이름없는카드;Tendrillion Card;;;;
4464;이름없는카드;Aunoe Card;;;;
4465;이름없는카드;Fanat Card;;;;
4466;이름없는카드;Beholder Master Card;;;;
4467;이름없는카드;Heavy Metalring Card;;;;
4468;이름없는카드;Dark Pinguicula Card;;;;
4469;이름없는카드;Naga Card;;;;
4470;이름없는카드;Nepenthes Card;;;;
4471;이름없는카드;Draco Egg Card;;;;
4472;이름없는카드;Bradium Golem Card;;;;
4473;이름없는카드;Ancient Tree Card;;;;
4474;이름없는카드;Zakudam Card;;;;
4475;이름없는카드;Cobalt Mineral Card;;;;
4476;이름없는카드;Pinguicula Card;;;;
4477;이름없는카드;Hell Apocalypse Card;;;;
4478;이름없는카드;Val'khiri Card;;;;
4479;이름없는카드;Val'khiri Card;;;;
4480;이름없는카드;Sealed Kiel Card;;;;
4481;이름없는카드;Sealed Ktullanux Card;;;;
4482;이름없는카드;Sealed B Ygnizem Card;;;;
4483;이름없는카드;Sealed Dracula Card;;;;
4484;이름없는카드;Sealed Mistress Card;;;;
4485;이름없는카드;Sealed Gloom Card;;;;
4486;이름없는카드;Sealed Beelzebub Card;;;;
4487;이름없는카드;Sealed Ifrit Card;;;;
4488;이름없는카드;Sealed Dark Lord Card;;;;
4489;이름없는카드;Sealed Pharaoh Card;;;;
4490;이름없는카드;Sealed Moonlight Flower Card;;;;
4491;이름없는카드;Sealed Sniper Card;;;;
4492;이름없는카드;Sealed Orc Hero Card;;;;
4493;이름없는카드;Sealed Taogun Ka Card;;;;
4494;이름없는카드;Sealed Turtle General Card;;;;
4495;이름없는카드;Sealed Amon Ra Card;;;;
4496;이름없는카드;Sealed Drake Card;;;;
4497;이름없는카드;Sealed Stormy Knight Card;;;;
4498;이름없는카드;Sealed Lady Tanee Card;;;;
4499;이름없는카드;Sealed Incantation Samurai Card;;;;
4500;이름없는카드;Sealed Orc Lord Card;;;;
4501;이름없는카드;Sealed High Priest Card;;;;
4502;이름없는카드;Sealed MasterSmith Card;;;;
4503;이름없는카드;Sealed Vesper Card;;;;
4504;이름없는카드;Sealed Eddga Card;;;;
4505;이름없는카드;Scaraba Card;;;;
4506;이름없는카드;Dolomedes Card;;;;
4507;이름없는카드;Queen Scaraba Card;;;;
4508;이름없는카드;Gold Scaraba Card;;;;
4509;이름없는카드;Gold Queen Scaraba Card;;;;
4510;이름없는카드;Miming Card;;;;
4511;이름없는카드;Little Fatum Card;;;;
4512;이름없는카드;Parus Card;;;;
4513;이름없는카드;Angra Mantis Card;;;;
4514;이름없는카드;Pom Spider Card;;;;
4515;이름없는카드;Rafflesia Alnoldi Card;;;;
4516;이름없는카드;Comodo Card;;;;
4517;이름없는카드;Cendrawasih Card;;;;
4518;이름없는카드;Banaspaty Card;;;;
4519;이름없는카드;Butoijo Card;;;;
4520;이름없는카드;Leak Card;;;;
4521;이름없는카드;Sedora Card;;;;
4522;이름없는카드;Sropho Card;;;;
4523;이름없는카드;Pot Dofle Card;;;;
4524;이름없는카드;King Dramoh Card;;;;
4525;이름없는카드;Kraken Card;;;;
4526;이름없는카드;Weird Coelacanth Card;;;;
4527;이름없는카드;Dark Coelacanth Card;;;;
4528;이름없는카드;Mutant Coelacanth Card;;;;
4529;이름없는카드;Violent Coelacanth Card;;;;
4530;이름없는카드;Siorava Card;;;;
4531;이름없는카드;Red Eruma Card;;;;
4532;이름없는카드;Wild Rider Card;;;;
4533;이름없는카드;Octopus Card;;;;
4534;이름없는카드;Giant Octopus Card;;;;
4535;이름없는카드;Sealed Randgris Card;;;;
4536;이름없는카드;Sealed Atroce Card;;;;
4537;이름없는카드;Sealed Phreeoni Card;;;;
4538;이름없는카드;Sealed White Lady Card;;;;
4539;이름없는카드;Sealed Fallen Bishop Card;;;;
4540;이름없는카드;Sealed Lord of The Death Card;;;;
4541;이름없는카드;Sealed High Wizard Card;;;;
4542;이름없는카드;Sealed Detardeurus Card;;;;
4543;이름없는카드;Sealed Hatii Card;;;;
4544;이름없는카드;Sealed Dark Snake Lord Card;;;;
4545;이름없는카드;Novice Poring Card;;;;
4546;이름없는카드;Val'khiri Card;;;;
4547;이름없는카드;Enhanced Byorgue Card;;;;
4548;이름없는카드;Enhanced Salamander Card;;;;
4549;이름없는카드;Upgrade Maya Purple Card;;;;
4550;이름없는카드;Upgrade Bow Guardian Card;;;;
4551;이름없는카드;Enhanced Necromancer Card;;;;
4552;이름없는카드;Manny Card;;;;
4553;이름없는카드;Sid Card;;;;
4554;이름없는카드;Diego Card;;;;
4555;이름없는카드;Scrat Card;;;;
4556;이름없는카드;Fenrir Card;;;;
4557;이름없는카드;Weakened Fenrir Card;;;;
4558;이름없는카드;Chun Tree Card;;;;
4559;이름없는카드;Lord Morocc Card;;;;
4560;이름없는카드;Clown Card;;;;
4561;이름없는카드;Professor Card;;;;
4562;이름없는카드;Champion Card;;;;
4563;이름없는카드;Creator Card;;;;
4564;이름없는카드;Stalker Card;;;;
4565;이름없는카드;Paladin Card;;;;
4566;이름없는카드;Gypsy Card;;;;
4567;이름없는카드;Alphoccio Card;;;;
4568;이름없는카드;Celia Card;;;;
4569;이름없는카드;Chen Card;;;;
4570;이름없는카드;Flamel Card;;;;
4571;이름없는카드;Gertie Card;;;;
4572;이름없는카드;Randel Card;;;;
4573;이름없는카드;Trentini Card;;;;
4574;이름없는카드;Daehyon Card;;;;
4575;이름없는카드;Soheon Card;;;;
4576;이름없는카드;Gioia Card;;;;
4577;이름없는카드;Elvira Card;;;;
4578;이름없는카드;Pyuriel Card;;;;
4579;이름없는카드;Warrior Lola Card;;;;
4580;이름없는카드;Guardian Kades Card;;;;
4581;이름없는카드;Rudo Card;;;;
4582;이름없는카드;Bungisngis Card;;;;
4583;이름없는카드;Engkanto Card;;;;
4584;이름없는카드;Manananggal Card;;;;
